Id,Price,Year,Mileage,City,State,Vin,Make,Model,,
326876,15960,2013,43842,Phoenix, AZ,4T1BK1FK1DU022570,Toyota,CamrySE,,
326877,8450,2009,97846,Quakertown, PA,4T1BK46K49U590370,Toyota,Camry4dr,,
326878,15599,2014,49581,Jackson, MS,4T1BF1FK6EU802196,Toyota,CamrySE,,
326879,14992,2014,60448,Colma, CA,4T1BF1FK3EU312458,Toyota,CamryL,,
326880,13800,2012,52850,Westmont, IL,4T4BF1FK9CR161211,Toyota,Camry4dr,,
326881,16588,2013,37705,Selma, CA,4T1BF1FK0DU252430,Toyota,CamrySE,,
326882,12970,2012,62859,Marietta, GA,4T1BF1FK2CU589650,Toyota,Camry4dr,,
326883,11990,2016,24736,Elkhart, IN,VNKKTUD36GA063336,Toyota,Yaris5-Door,,
326884,8900,2010,103262,Redwood City, CA,1NXBU4EE9AZ284758,Toyota,Corolla4dr,,
326885,8710,2010,104462,Akron, OH,4T1BF3EK7AU041444,Toyota,Camry4dr,,
326886,18995,2016,34591,Union City, GA,4T1BF1FK8GU172622,Toyota,CamryLE,,
326887,5998,2010,129754,Little Falls, NJ,4T1BF3EK4AU029395,Toyota,Camry4dr,,
326888,13995,2014,67795,San Diego, CA,4T1BF1FK4EU729832,Toyota,CamryL,,
326889,12991,2012,67508,Houston, TX,4T1BF1FK5CU556514,Toyota,Camry4dr,,
326890,18753,2015,28939,Ridgeland, MS,4T1BF1FK6FU019445,Toyota,CamryXLE,,
326891,16583,2014,43324,Winnsboro, LA,2T1BURHE5EC191140,Toyota,CorollaS,,
326892,10497,2007,59624,Big Stone Gap, VA,4T1BE46K87U167702,Toyota,Camry4dr,,
326893,11999,2014,91918,Naples, FL,4T1BF1FK2EU426452,Toyota,CamrySE,,
326894,17848,2016,48528,Indianapolis, IN,4T1BF1FK7GU194966,Toyota,CamrySE,,
326895,8500,2009,91092,Richmond, VA,4T4BE46K49R078007,Toyota,Camry4dr,,
326896,7997,2006,93614,Beaverton, OR,1NXBR32E06Z721277,Toyota,Corolla4dr,,
326897,14998,2015,59313,Lancaster, CA,JTDKDTB36F1089338,Toyota,Prius,,
326898,12822,2014,86888,Manchester, NH,4T1BF1FK6EU366448,Toyota,CamrySE,,
326899,19215,2014,33514,Tucson, AZ,4T1BK1FK7EU543763,Toyota,CamryXLE,,
326900,10993,2012,97249,Elizabeth City, NC,4T1BF1FK4CU129339,Toyota,Camry4dr,,
326901,6499,2010,123000,Sanford, NC,1NXBU4EE0AZ225419,Toyota,Corolla4dr,,
326902,12991,2013,80097,Spring, TX,5YFBU4EE1DP134620,Toyota,CorollaLE,,
326903,19485,2014,10317,Jacksonville, FL,4T1BF1FK0EU407530,Toyota,CamrySE,,
326904,9995,2010,81810,San Leandro, CA,4T1BF3EK8AU040075,Toyota,Camry4dr,,
326905,15990,2014,38101,Doral, FL,4T1BF1FKXEU742004,Toyota,CamrySE,,
326906,19350,2016,32672,Creve Coeur, MO,4T1BF1FK1GU568522,Toyota,CamryXLE,,
326907,14590,2014,62468,San Jose, CA,4T1BF1FK6EU407869,Toyota,CamryL,,
326908,12950,2010,56103,Belle Vernon, PA,4T1BF3EK3AU548003,Toyota,Camry4dr,,
326909,12500,2012,78340,Houston, TX,4T1BF1FK3CU578379,Toyota,Camry4dr,,
326910,14495,2012,56809,Gainesville, FL,4T1BK1FK9CU515492,Toyota,Camry4dr,,
326911,21467,2017,12228,Florence, SC,4T1BF1FK3HU303599,Toyota,CamryLE,,
326912,17890,2016,42082,Houston, TX,4T1BF1FK0GU540128,Toyota,CamrySE,,
326913,21861,2017,533,Brooklyn, NY,4T1BK1FK9HU031491,Toyota,CamryXLE,,
326914,18997,2015,35783,Peoria, Az,4T1BF1FK8FU957236,Toyota,CamryXSE,,
326915,16975,2014,32261,Laurel, MD,4T4BF1FKXER400395,Toyota,CamryXLE,,
326916,21195,2017,26890,Sarasota, FL,4T1BF1FK9HU327406,Toyota,CamryXLE,,
326917,14495,2015,21784,Greatneck, NY,2T3BFREVXFW266372,Toyota,RAV44X4,,
326918,17999,2014,19943,Hayward, CA,4T1BF1FK8EU410899,Toyota,CamrySE,,
326919,9771,2012,101862,Fredericksburg, VA,4T1BF1FKXCU630252,Toyota,Camry4dr,,
326920,2486,1997,71033,Libertyville, IL,1NXBA02E4VZ585658,Toyota,Corolla4dr,,
326921,11999,2011,66458,Hayward, CA,4T1BK3EK6BU628229,Toyota,Camry4dr,,
326922,20695,2017,32998,Nashville, TN,4T1BF1FK1HU332809,Toyota,CamryXLE,,
326923,18650,2014,25802,Amarillo, TX,4T1BF1FK9EU867334,Toyota,CamrySE,,
326924,11995,2011,66540,Sacramento, CA,4T1BF3EKXBU617674,Toyota,Camry4dr,,
326925,18874,2016,31397,Wake Forest, NC,4T1BF1FK3GU171071,Toyota,CamryXLE,,
326926,12995,2013,72237,Edgewood, MD,2T1BU4EE1DC093258,Toyota,CorollaL,,
326927,11399,2015,31613,Davie, FL,VNKKTUD39FA028627,Toyota,Yaris5-Door,,
326928,11991,2012,92646,Apex, NC,4T1BF1FK2CU139481,Toyota,Camry4dr,,
326929,19000,2015,26182,Austin, TX,4T1BF1FK9FU902004,Toyota,CamrySE,,
326930,9995,2011,95450,McKinney, TX,4T1BF3EK0BU219048,Toyota,Camry4dr,,
326931,18499,2016,36438,Yuba City, CA,4T1BF1FK5GU264156,Toyota,CamrySE,,
326932,17909,2016,41744,Houston, TX,4T1BF1FK7GU214360,Toyota,CamrySE,,
326933,8995,2008,86748,Decatur, IL,4T1BE46K48U770194,Toyota,Camry4dr,,
326934,10990,2012,97128,Winterville, NC,4T1BF1FK5CU509192,Toyota,Camry4dr,,
326935,17950,2014,33485,Amarillo, TX,2T1BURHE0EC058348,Toyota,CorollaS,,
326936,10000,2012,119128,Columbia, SC,4T1BF1FK8CU062860,Toyota,Camry4dr,,
326937,13991,2012,60729,Spring, TX,4T1BF1FK3CU155799,Toyota,Camry4dr,,
326938,17909,2016,41850,Houston, TX,4T1BF1FK8GU161698,Toyota,CamrySE,,
326939,7915,2009,100772,East Petersburg, PA,1NXBE40E59Z040394,Toyota,Corolla4dr,,
326940,10194,2010,79877,Fairbanks, AK,4T4BF3EK7AR013584,Toyota,Camry4dr,,
326941,16998,2015,55813,Freehold, NJ,4T1BF1FK6FU486476,Toyota,CamryXSE,,
326942,3898,2007,130002,Little Falls, NJ,4T1BE46K67U523659,Toyota,Camry4dr,,
326943,9891,2012,119729,Fairfax, VA,4T1BF1FK1CU050646,Toyota,Camry4dr,,
326944,7798,2010,110923,New Castle, PA,4T1BF3EK7AU106910,Toyota,Camry4dr,,
326945,11600,2011,80202,Cedar Falls, IA,4T1BF3EK8BU627782,Toyota,Camry4dr,,
326946,15995,2014,54305,Carbondale, IL,4T1BF1FK8EU424737,Toyota,CamryL,,
326947,12791,2012,73571,Vancouver, WA,4T4BF1FK4CR194052,Toyota,Camry4dr,,
326948,22769,2017,14081,Springfield, MO,4T1BD1FK2HU214807,Toyota,CamryHybrid,,
326949,17777,2014,23065,Hattiesburg, MS,4T4BF1FK8ER368501,Toyota,CamryXLE,,
326950,9975,2012,121028,D'Iberville, MS,4T1BF1FK5CU133593,Toyota,Camry4dr,,
326951,6409,2003,83689,Highland Park, IL,4T1BE32K53U130519,Toyota,Camry4dr,,
326952,11450,2013,87514,Buford, GA,JTDKDTB38D1046245,Toyota,Prius,,
326953,18963,2015,29771,Danvers, MA,4T1BF1FK8FU915259,Toyota,CamryXSE,,
326954,7529,2010,125391,Nashua, NH,2T1BU4EE7AC288499,Toyota,Corolla4dr,,
326955,15488,2014,62029,Tallahassee, FL,4T1BF1FK8EU364281,Toyota,CamryLE,,
326956,4866,2008,141751,Naples, FL,4T1BE46K78U215630,Toyota,Camry4dr,,
326957,21688,2016,12826,Portland, OR,4T1BF1FK5GU148780,Toyota,CamryXSE,,
326958,7500,2010,114802,PLACERVILLE, CA,1NXBU4EE9AZ292911,Toyota,Corolla4dr,,
326959,4995,2000,56685,Crest hill, IL,4T1BF22K1YU943693,Toyota,Camry4dr,,
326960,6200,2009,163333,Union City, GA,4T1BB46K89U076098,Toyota,Camry,,
326961,6995,2013,155826,Manassas, VA,2T1BU4EE5DC974836,Toyota,CorollaS,,
326962,5500,2007,110833,Union City, GA,4T1BE46K77U545718,Toyota,Camry4dr,,
326963,15991,2016,61895,Escondido, CA,4T1BF1FK3GU205137,Toyota,CamrySE,,
326964,11777,2011,69659,Raleigh, NC,4T1BF3EKXBU211104,Toyota,Camry4dr,,
326965,6300,2007,144981,Alpharetta, GA,4T1BB46K97U018563,Toyota,Camry,,
326966,6989,2009,113649,Crystal Lake, IL,1NXBU40EX9Z139411,Toyota,Corolla4dr,,
326967,20198,2016,23291,Melbourne, FL,4T1BF1FK2GU559912,Toyota,CamrySE,,
326968,12991,2009,106771,Gladstone, OR,JTNBB46K293050456,Toyota,Camry,,
326969,15989,2014,44779,Modesto, CA,4T1BK1FK5EU537475,Toyota,CamrySE,,
326970,4750,2006,124849,Jacksonville, Fl,1NXBR30E46Z724170,Toyota,Corolla4dr,,
326971,7536,2013,145789,Rincon, GA,2T1BU4EE6DC964963,Toyota,CorollaLE,,
326972,7981,2008,104502,Jacksonville, FL,4T1BE46K68U734877,Toyota,Camry4dr,,
326973,16879,2014,26523,Anaheim, CA,5YFBURHE7EP175327,Toyota,CorollaS,,
326974,18158,2015,45233,Scranton, PA,4T1BF1FK8FU919960,Toyota,CamryXLE,,
326975,17987,2014,31605,Mobile, AL,4T1BF1FK2EU472721,Toyota,CamrySE,,
326976,16488,2014,50796,Valencia, CA,4T1BF1FK9EU437254,Toyota,CamrySE,,
326977,12449,2013,84761,San Marcos, TX,4T4BF1FK5DR326592,Toyota,CamrySE,,
326978,13495,2013,66445,Blue Springs, MO,4T1BF1FK6DU247071,Toyota,CamrySE,,
326979,6788,2009,128062,Denton, TX,4T1BE46K09U812197,Toyota,Camry4dr,,
326980,11523,2013,93582,Cary, NC,4T1BF1FK4DU661479,Toyota,CamryXLE,,
326981,21491,2017,13231,Spring, TX,5YFBURHE8HP650651,Toyota,CorollaXLE,,
326982,15000,2014,58516,Saint Louis Park, MN,4T4BF1FK7ER341368,Toyota,CamryXLE,,
326983,17887,2014,31404,Houston, TX,4T1BF1FK6EU340707,Toyota,CamryL,,
326984,9891,2011,107532,Winter Park, FL,4T1BF3EK6BU712846,Toyota,Camry4dr,,
326985,5991,2010,137010,Garden Grove, CA,2T1BU4EE2AC405678,Toyota,Corolla4dr,,
326986,17980,2015,35414,Asheboro, NC,4T1BF1FK1FU958762,Toyota,CamryLE,,
326987,21195,2017,27862,Hollywood, FL,4T1BF1FK5HU695887,Toyota,CamryXLE,,
326988,16799,2014,35369,Lee's Summit, MO,4T1BF1FK1EU857199,Toyota,CamryXLE,,
326989,12395,2012,71216,Albuquerque, NM,4T4BF1FK7CR274395,Toyota,Camry4dr,,
326990,19499,2014,20062,Fort Collins, CO,4T4BF1FK0ER361882,Toyota,CamryXLE,,
326991,11299,2013,101291,Inver Grove Heights, MN,4T1BF1FK3DU207708,Toyota,CamrySE,,
326992,10680,2014,109093,Cincinnnati, OH,4T1BF1FK9EU405291,Toyota,CamryL,,
326993,17909,2016,42652,Houston, TX,4T1BF1FK0GU172582,Toyota,CamrySE,,
326994,18990,2015,25536,Arlington, TX,4T1BF1FK8FU993041,Toyota,CamrySE,,
326995,6399,2009,131807,Brooklyn Center, MN,1NXBU40E79Z157588,Toyota,Corolla4dr,,
326996,18000,2015,38038,Grapevine, TX,4T1BF1FK7FU941335,Toyota,CamryXSE,,
326997,6746,2009,119138,Bow, NH,JTDBL40E999026267,Toyota,Corolla4dr,,
326998,18887,2016,36789,Houston, TX,4T1BF1FK6GU502693,Toyota,CamryXSE,,
326999,18697,2014,12706,Winston Salem, NC,4T1BK1FK1EU541281,Toyota,CamryXLE,,
327000,18000,2015,42841,Bremerton, WA,4T1BF1FK7FU970687,Toyota,CamrySE,,
327001,8998,2010,116857,Phoenix, AZ,JTDBU4EE4A9111043,Toyota,Corolla4dr,,
327002,7986,2007,102417,Vandalia, OH,4T1BK46K97U010642,Toyota,Camry4dr,,
327003,14998,2013,57657,Woburn, MA,4T1BF1FK3DU714852,Toyota,CamryXLE,,
327004,12595,2014,86294,Sacramento, CA,4T1BF1FK6EU420749,Toyota,CamryLE,,
327005,12881,2014,92675,Columbia, TN,4T4BF1FKXER367978,Toyota,CamryXLE,,
327006,5668,2003,99785,Fargo, ND,4T1BE32K63U213263,Toyota,Camry4dr,,
327007,7500,2010,114600,New Castle, PA,2T1BU4EE1AC484986,Toyota,Corolla4dr,,
327008,7995,2013,132337,Pittsburgh, PA,5YFBU4EE3DP083394,Toyota,CorollaLE,,
327009,18498,2014,32115,Greensboro, NC,4T1BF1FK6EU835165,Toyota,CamrySE,,
327010,11995,2011,67850,San Juan Capistrano, CA,4T1BF3EK8BU651208,Toyota,Camry4dr,,
327011,7551,2003,70134,Roswell, GA,4T1BE32K63U180524,Toyota,Camry4dr,,
327012,5900,2005,88837,Scottsdale, AZ,1NXBR32E05Z487527,Toyota,Corolla4dr,,
327013,15995,2015,57589,Bel Air, MD,2T1BPRHE5FC268257,Toyota,CorollaECO,,
327014,14229,2012,62825,Watertown, MA,4T1BK1FK8CU507951,Toyota,Camry4dr,,
327015,5590,2011,144219,Nashville, TN,2T1BU4EE0BC562529,Toyota,Corolla4dr,,
327016,8396,2006,78449,Morton, IL,4T1BE30K16U119458,Toyota,Camry4dr,,
327017,8991,2010,122763,Carlsbad, CA,4T1BF3EK4AU541710,Toyota,Camry4dr,,
327018,10980,2014,120264,McDonough, GA,4T1BF1FK9EU345528,Toyota,CamrySE,,
327019,21500,2016,47664,Napa, CA,4T1BD1FK8GU182301,Toyota,Camry,,
327020,7200,2011,125697,West Palm Beach, FL,4T1BF3EK0BU194040,Toyota,Camry4dr,,
327021,9999,2012,108019,Point Pleasant, NJ,2T1BU4EE6CC809246,Toyota,Corolla4dr,,
327022,14988,2014,69597,Valencia, CA,4T1BF1FK0EU802095,Toyota,CamrySE,,
327023,9083,2010,98977,Phoenix, AZ,4T1BF3EK7AU095715,Toyota,Camry4dr,,
327024,15997,2014,44748,Sacramento, CA,5YFBURHE8EP171710,Toyota,CorollaS,,
327025,17895,2015,41176,York, PA,4T1BF1FK9FU917103,Toyota,CamryXLE,,
327026,10793,2014,108034,NEW HAMPTON, NY,4T4BF1FK2ER387495,Toyota,CamryLE,,
327027,4992,2007,132079,Wappingers Falls, NY,2T1BR30E47C808847,Toyota,Corolla4dr,,
327028,17497,2014,34259,Langhorne, PA,4T1BK1FK0EU550960,Toyota,CamryXLE,,
327029,15977,2014,65387,Salinas, CA,4T1BF1FK0EU865309,Toyota,CamrySE,,
327030,7998,2010,121950,McDonough, GA,4T1BK3EK5AU608925,Toyota,Camry4dr,,
327031,9988,2009,78769,City of Industry, CA,4T1BE46K89U910751,Toyota,Camry4dr,,
327032,9995,2011,91390,Tallahassee, FL,2T1BU4EE8BC578946,Toyota,Corolla4dr,,
327033,4000,2009,157373,Tampa, FL,1NXBU40E49Z040129,Toyota,Corolla4dr,,
327034,21725,2016,16526,Sanford, NC,4T1BF1FK7GU555466,Toyota,CamryXSE,,
327035,10450,2010,78201,Albuquerque, NM,4T1BK3EK4AU104401,Toyota,Camry4dr,,
327036,13995,2014,79738,Doral, FL,4T1BF1FK1EU781225,Toyota,CamryL,,
327037,7597,2007,99503,Memphis, TN,4T1BE46KX7U709138,Toyota,Camry4dr,,
327038,5995,2007,117805,Louisville, KY,2T1BR32E57C821071,Toyota,Corolla4dr,,
327039,8998,2009,90684,Alpharetta, GA,1NXBU40E89Z073036,Toyota,Corolla4dr,,
327040,7500,2009,110725,Bow, NH,1NXBU40E59Z158240,Toyota,Corolla4dr,,
327041,22100,2017,14871,Portland, OR,4T1BF1FK4HU333842,Toyota,CamryXSE,,
327042,17800,2015,32747,Branson West, MO,4T1BF1FK3FU887337,Toyota,CamryXSE,,
327043,11541,2009,85991,Turnwater, WA,4T1BE46K69U865745,Toyota,Camry4dr,,
327044,19366,2015,26918,Anderson, IN,4T1BF1FK4FU954947,Toyota,CamryXSE,,
327045,11995,2015,18335,Ozark, AL,VNKKTUD35FA015308,Toyota,Yaris5-Door,,
327046,13990,2012,61944,Feasterville, PA,4T1BF1FK2C4617513,Toyota,Camry4dr,,
327047,20999,2017,16665,Yuba City, CA,4T1BF1FK7HU304996,Toyota,CamryLE,,
327048,7400,2008,97866,Alexandria, VA,4T1BE46K58U225038,Toyota,Camry4dr,,
327049,14495,2014,64085,Woodside, NY,4T4BF1FK3ER392415,Toyota,CamrySE,,
327050,17590,2015,47230,Buford, GA,4T1BF1FK6FU049044,Toyota,CamryXSE,,
327051,18991,2014,18209,Sunnyvale, CA,4T4BF1FK0ER440520,Toyota,CamryXLE,,
327052,21895,2017,20453,Charlottesville, VA,4T1BF1FK7HU387300,Toyota,CamryXLE,,
327053,17470,2015,31612,League City, TX,4T4BF1FK0FR481831,Toyota,CamrySE,,
327054,15000,2014,73384,Corona, CA,4T1BF1FK5EU342271,Toyota,CamrySE,,
327055,7774,2005,86636,San Marcos, TX,4T1BE32K75U097798,Toyota,Camry4dr,,
327056,14800,2014,13050,York, PA,JTDKN3DU0E0383258,Toyota,PriusThree,,
327057,21900,2017,9216,Birmingham, AL,4T1BF1FK1HU721076,Toyota,CamryXLE,,
327058,11390,2015,36399,San Jose, CA,VNKKTUD36FA046051,Toyota,Yaris5-Door,,
327059,15887,2013,33105,Houston, TX,JTDKDTB35D1036921,Toyota,Prius,,
327060,10595,2012,93176,Conyers, GA,5YFBU4EE5CP054171,Toyota,Corolla4dr,,
327061,14995,2014,68066,Carson, CA,4T4BF1FKXER373635,Toyota,CamryLE,,
327062,9980,2006,61251,Houston, TX,JTEDW21A760011150,Toyota,Highlander,,
327063,8375,2010,61864,King George, VA,2T1KU4EE3AC488716,Toyota,Matrix5dr,,
327064,16478,2014,37801,Houston, TX,4T1BF1FK3EU420630,Toyota,CamryXLE,,
327065,10900,2013,104251,Richmond, CA,4T4BF1FK3DR278302,Toyota,CamryLE,,
327066,5900,2004,81890,Arlington, VA,JTDBE32K240299555,Toyota,Camry4dr,,
327067,22777,2017,9499,Brooklyn Park, MN,4T1BF1FK2HU635761,Toyota,CamryXLE,,
327068,12123,2011,71496,Homestead, FL,4T1BF3EK5BU185236,Toyota,Camry4dr,,
327069,10886,2010,89182,Manchester, CT,JTNBK3EK3A3047386,Toyota,Camry4dr,,
327070,8134,2009,126709,Turnwater, WA,1NXBU40E19Z005564,Toyota,Corolla4dr,,
327071,18948,2015,27494,Houston, TX,4T1BF1FKXFU887576,Toyota,CamrySE,,
327072,19900,2014,10679,Walnut Creek, CA,4T1BK1FK1EU551681,Toyota,CamryXLE,,
327073,8988,2011,105792,Schaumburg, IL,4T1BF3EK8BU184744,Toyota,Camry4dr,,
327074,8392,2011,124121,Greenville, SC,4T1BF3EK1BU732258,Toyota,Camry4dr,,
327075,8994,2009,92640,San Marcos, TX,JTDBL40E09J006827,Toyota,Corolla4dr,,
327076,7300,2011,133404,Nanuet, NY,4T1BF3EK3BU599826,Toyota,Camry4dr,,
327077,8485,2011,111136,Peoria, AZ,4T4BF3EK1BR183439,Toyota,Camry4dr,,
327078,16006,2014,48571,Pharr, TX,4T1BK1FK9EU547426,Toyota,CamryXLE,,
327079,8792,2007,82872,Northbrook, IL,4T1BK46K67U046644,Toyota,Camry4dr,,
327080,16985,2014,48472,Jacksonville, FL,4T1BK1FKXEU026988,Toyota,CamryXLE,,
327081,7990,2010,117564,Oak Park Heights, MN,4T1BF3EK9AU005951,Toyota,Camry4dr,,
327082,10985,2015,31155,Pueblo, CO,VNKKTUD34FA047893,Toyota,Yaris5-Door,,
327083,9958,2015,140527,Lithia Springs, GA,4T1BF1FK5FU896640,Toyota,CamryLE,,
327084,19877,2016,17060,Sacramento, CA,4T1BF1FK5GU543557,Toyota,CamrySE,,
327085,16590,2015,48062,Aurora, CO,4T1BF1FK8FU015123,Toyota,CamrySE,,
327086,3499,2002,93922,Berlin, NJ,4T1BE32K82U548605,Toyota,Camry4dr,,
327087,16987,2016,4587,Glendale, MO,JTDKBRFU0G3520239,Toyota,PriusTwo,,
327088,6781,2009,121374,Irving, TX,JTDBL40E49J016065,Toyota,Corolla4dr,,
327089,18399,2014,31497,Indianapolis, IN,4T1BK1FK6EU549926,Toyota,CamrySE,,
327090,10000,2009,35803,Kirkwood, MO,2T1KU40EX9C063237,Toyota,Matrix5dr,,
327091,12985,2010,58341,Corpus Christi, TX,JTNBK3EK8A3047223,Toyota,Camry4dr,,
327092,4743,2006,112537,San Antonio, TX,1NXBR32E26Z736444,Toyota,Corolla4dr,,
327093,13995,2012,53569,Sacramento, CA,4T1BF1FK4CU127686,Toyota,Camry4dr,,
327094,5423,2005,110569,Winter Park, FL,1NXBR32E75Z434937,Toyota,Corolla4dr,,
327095,14500,2012,68431,Daphne, AL,4T1BK1FK9CU510342,Toyota,Camry4dr,,
327096,19990,2014,8456,Coos Bay, OR,4T1BK1FK8EU025225,Toyota,CamryXLE,,
327097,6072,2004,42839,San Antonio, TX,2T1KR32E14C311215,Toyota,Matrix5dr,,
327098,20328,2016,19326,Winnsboro, LA,4T1BF1FK1GU589242,Toyota,CamryLE,,
327099,16706,2014,48481,Burlington, NJ,4T1BK1FKXEU552554,Toyota,CamrySE,,
327100,5800,2004,83585,Chehalis, WA,JTDBE32K240292220,Toyota,Camry4dr,,
327101,6636,2010,132323,Nanuet, NY,2T1BU4EE1AC488780,Toyota,Corolla4dr,,
327102,22497,2015,35339,Spokane, WA,4T1BD1FK0FU146651,Toyota,Camry,,
327103,17409,2014,35973,Slidell, LA,4T1BF1FK4EU871727,Toyota,CamrySE,,
327104,6995,2007,95047,Honolulu, HI,JTNBK46KX73004631,Toyota,Camry4dr,,
327105,12000,2012,95123,Auburn, WA,4T1BF1FK5CU141774,Toyota,Camry4dr,,
327106,20695,2017,35737,Nashville, TN,4T1BF1FK9HU368425,Toyota,CamryXLE,,
327107,16995,2014,42226,Westminster, CA,4T4BF1FK4ER388339,Toyota,CamryLE,,
327108,10095,2010,82717,Highland, IN,1NXBU4EE8AZ260516,Toyota,Corolla4dr,,
327109,9990,2013,79272,San Diego, CA,2T1KU4EE5DC940539,Toyota,MatrixL,,
327110,9993,2015,43475,Farmington Hills, MI,VNKKTUD36FA034983,Toyota,Yaris5-Door,,
327111,15896,2014,59585,Spartanburg, SC,4T1BF1FK6EU402154,Toyota,CamrySE,,
327112,17909,2016,44456,Houston, TX,4T1BF1FK0GU169293,Toyota,CamrySE,,
327113,6698,2005,91316,Glendale, WI,4T1BF32K15U603686,Toyota,Camry4dr,,
327114,10999,2014,22777,Puyallup, WA,JTDKTUD39ED592302,Toyota,Yaris5-Door,,
327115,8995,2009,87470,Torrance, CA,1NXBU40E39Z089970,Toyota,Corolla4dr,,
327116,15329,2015,62752,Moreno Valley, CA,5YFBURHE0FP257319,Toyota,CorollaL,,
327117,21195,2017,29803,Roselle, IL,4T1BF1FK3HU331192,Toyota,CamryXLE,,
327118,18788,2014,23209,Irving, TX,4T1BF1FK9EU776127,Toyota,CamrySE,,
327119,21195,2017,29848,Maitland, FL,4T1BF1FK6HU349167,Toyota,CamryXLE,,
327120,17970,2016,35151,League City, TX,4T1BF1FK8GU140673,Toyota,CamrySE,,
327121,24999,2016,29035,Grimes, IA,4T1BD1FK1GU178283,Toyota,Camry,,
327122,13791,2014,84206,San Rafael, CA,4T1BF1FK9EU735190,Toyota,CamrySE,,
327123,6994,2007,138997,Fairfield, OH,4T1BB46K57U030371,Toyota,Camry,,
327124,7399,2009,117404,Canandaigua, NY,4T1BE46KX9U345614,Toyota,Camry4dr,,
327125,19956,2015,17794,Amory, MS,4T1BF1FK8FU945426,Toyota,CamryXSE,,
327126,17500,2014,29729,La Follette, TN,4T1BK1FK6EU540921,Toyota,CamrySE,,
327127,11095,2013,82512,Orange Park, FL,JTDKDTB31D1046376,Toyota,Prius,,
327128,6723,2012,149002,Lexington, KY,4T1BF1FK8CU613806,Toyota,Camry4dr,,
327129,6999,2008,103841,Duluth, GA,4T1BK46K68U069276,Toyota,Camry4dr,,
327130,12750,2012,68988,Alpharetta, GA,4T1BK1FK7CU010079,Toyota,Camry4dr,,
327131,21989,2017,733,Modesto, CA,4T1BF1FK4HU437294,Toyota,CamryXLE,,
327132,7900,2011,118808,Plano, TX,4T4BF3EK6BR102631,Toyota,Camry4dr,,
327133,6995,2010,135642,Chester, VA,4T1BF3EK5AU054726,Toyota,Camry4dr,,
327134,14888,2015,26732,Vista, CA,JTDKN3DU9F1965645,Toyota,PriusFour,,
327135,7995,2012,41968,Melrose Park, IL,JTDKTUD37CD514601,Toyota,Yaris5dr,,
327136,16999,2015,43676,Puyallup, WA,4T1BF1FK0FU966870,Toyota,CamrySE,,
327137,11595,2014,99316,Knoxville, TN,2T1BURHE6EC187680,Toyota,CorollaLE,,
327138,10974,2012,106814,Las Vegas, NV,4T1BF1FK7CU001130,Toyota,Camry4dr,,
327139,13988,2012,56827,Jackson, TN,4T4BF1FK4CR163271,Toyota,Camry4dr,,
327140,21339,2017,18452,Meridian, MS,4T1BF1FKXHU634342,Toyota,CamryXLE,,
327141,19425,2015,14490,Laurel, MD,4T4BF1FK5FR486376,Toyota,CamryXLE,,
327142,5855,2009,178757,Raritan Township, NJ,4T1BB46K99U083738,Toyota,Camry,,
327143,21961,2017,8854,Vancouver, WA,4T1BF1FK4HU294671,Toyota,CamrySE,,
327144,15990,2013,41476,Opelousas, LA,4T1BF1FK5DU695141,Toyota,CamryXLE,,
327145,19388,2016,35452,Valencia, CA,4T1BF1FK8GU144027,Toyota,CamrySE,,
327146,7675,2007,102041,Winter Park, FL,4T1BE46KX7U111762,Toyota,Camry4dr,,
327147,17800,2014,35333,Conway, SC,4T1BK1FKXEU551128,Toyota,CamryXLE,,
327148,8990,2009,98440,Fort Collins, CO,4T1BE46K79U899175,Toyota,Camry4dr,,
327149,16495,2015,59695,Santa Maria, CA,4T1BF1FK7FU064328,Toyota,CamrySE,,
327150,6194,2007,123371,Holiday, FL,4T1BE46K97U518505,Toyota,Camry4dr,,
327151,23990,2016,11964,Gainesville, FL,4T1BD1FK5GU189688,Toyota,Camry,,
327152,10631,2012,110986,Corpus Christi, TX,4T1BF1FKXCU067350,Toyota,Camry4dr,,
327153,8987,2008,89783,Frisco, TX,4T4BE46K28R030696,Toyota,Camry4dr,,
327154,13995,2012,56575,Jamaica, NY,4T1BF1FKXCU607778,Toyota,Camry4dr,,
327155,17995,2015,41697,Carson, CA,4T1BF1FK2FU013609,Toyota,CamrySE,,
327156,20000,2016,16331,Louisville, KY,4T1BF1FK0GU547824,Toyota,CamryXSE,,
327157,21980,2017,14865,Hodgkins, IL,4T1BD1FK5HU211481,Toyota,CamryHybrid,,
327158,18955,2015,33251,Sacramento, CA,4T1BF1FK9FU497262,Toyota,CamrySE,,
327159,11995,2013,86222,Portland, OR,2T1BU4EE4DC091018,Toyota,Corolla4dr,,
327160,4999,2006,110277,Tampa, FL,2T1BR32E86C614091,Toyota,Corolla4dr,,
327161,9998,2007,59540,Puyallup, WA,4T1BK46K47U516007,Toyota,Camry4dr,,
327162,16495,2014,54643,Limerick, PA,4T1BK1FK9EU027615,Toyota,CamrySE,,
327163,10777,2011,98338,Huntersville, NC,4T1BF3EK6BU650574,Toyota,Camry4dr,,
327164,8975,2007,84374,Springfield, VA,4T1BK46K17U020078,Toyota,Camry4dr,,
327165,3725,2001,82649,Chantilly, VA,2T1BR12E81C465324,Toyota,Corolla4dr,,
327166,19731,2016,27438,Vancouver, WA,4T1BF1FK6GU249097,Toyota,CamrySE,,
